Transaction ID,Subscription ID,Transaction Type,Transaction Status,Escrow Status,Created Datetime,Created Timezone,Settlement Date,Disbursement Date,Merchant Account,Currency ISO Code,Amount Authorized,Amount Submitted For Settlement,Service Fee,Tax Amount,Tax Exempt,Purchase Order Number,Order ID,Descriptor Name,Descriptor Phone,Descriptor URL,Refunded Transaction ID,Payment Instrument Type,Card Type,Cardholder Name,First Six of Credit Card,Last Four of Credit Card,Credit Card Number,Expiration Date,Credit Card Customer Location,Customer ID,Payment Method Token,Credit Card Unique Identifier,Customer First Name,Customer Last Name,Customer Company,Customer Email,Customer Phone,Customer Fax,Customer Website,Billing Address ID,Billing First Name,Billing Last Name,Billing Company,Billing Street Address,Billing Extended Address,Billing City (Locality),Billing State/Province (Region),Billing Postal Code,Billing Country,Shipping Address ID,Shipping First Name,Shipping Last Name,Shipping Company,Shipping Street Address,Shipping Extended Address,Shipping City (Locality),Shipping State/Province (Region),Shipping Postal Code,Shipping Country,User,IP Address,Creating Using Token,Transaction Source,Authorization Code,Processor Response Code,Processor Response Text,Gateway Rejection Reason,Postal Code Response Code,Street Address Response Code,AVS Response Text,CVV Response Code,CVV Response Text,Settlement Amount,Settlement Currency ISO Code,Settlement Currency Exchange Rate,Settlement Base Currency Exchange Rate,Settlement Batch ID,Fraud Detected,Disputed Date,Authorized Transaction ID,Country of Issuance,Issuing Bank,Durbin Regulated,Commercial,Prepaid,Payroll,Healthcare,Affluent Category,Debit,Product ID,3DS - Status,3DS - PARes Status,3DS - ECI Flag,3DS - CAVV,3DS - Signature Verification,3DS - Version,3DS - XID,3DS - DS Transaction ID,3DS - Challenge Requested,3DS - Exemption Requested,3DS - SCA Exemption Type,3DS - Merchant Requested SCA exemption,PayPal Payer Email,PayPal Payment ID,PayPal Authorization ID,PayPal Debug ID,PayPal Capture ID,PayPal Refund ID,PayPal Custom Field,PayPal Payer ID,PayPal Payer First Name,PayPal Payer Last Name,PayPal Seller Protection Status,PayPal Transaction Fee Amount,PayPal Transaction Fee Currency ISO Code,PayPal Refund From Transaction Fee Amount,PayPal Refund From Transaction Fee Currency ISO Code,PayPal Payee Email,PayPal Payee ID,Apple Pay Card Last Four,Apple Pay Card Expiration Month,Apple Pay Card Expiration Year,Apple Pay Cardholder Name,Android Pay Source Card Last Four,Android Pay Source Card Type,Source Card Last Four,Acquirer Reference Number,Venmo Username
ah3aamcc,,sale,settled,,08/26/2021 13:29:02,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,36NHPL,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
b43n9933,,sale,settled,,08/26/2021 13:29:51,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,WXT19Z,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
b9wt0gsa,,sale,settled,,08/26/2021 13:29:39,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,6FS3NC,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
c3gr2w09,,sale,settled,,08/26/2021 13:29:38,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,HWZXCB,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
cqbhdzh1,,sale,settled,,08/26/2021 13:29:48,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,B3FH1S,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
e1gf9k0m,,sale,settled,,08/26/2021 13:29:30,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,Z1VP8S,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
e4t8ve8r,,sale,settled,,08/26/2021 13:29:12,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,MTYCLB,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
ez8na89r,,sale,settled,,08/26/2021 13:29:12,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,7JTQ0Z,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
f5w8dyt0,,sale,settled,,08/26/2021 13:29:53,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,M1S8V7,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
fzg6ga0z,,sale,settled,,08/26/2021 13:29:59,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,1D64CP,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
ghp32fxn,,sale,settled,,08/26/2021 13:29:06,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,YJKCBR,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
hc4fh9yn,,sale,settled,,08/26/2021 13:29:16,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,23BWSQ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
jv83qpae,,sale,settled,,08/26/2021 13:29:28,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,89LT74,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
kayn4fs1,,sale,settled,,08/26/2021 13:29:00,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,KY5V47,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
kxz034fr,,sale,settled,,08/26/2021 13:29:50,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,K3SYQZ,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
m3r4tc5z,,sale,settled,,08/26/2021 13:29:40,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,KG7NWD,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
nq00z2kx,,sale,settled,,08/26/2021 13:29:36,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,VJXM64,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
pzg21rfe,,sale,settled,,08/26/2021 13:29:19,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,VN9Y4B,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
q4erchbm,,sale,settled,,08/26/2021 13:29:48,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,GPN7YB,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
q63n5ezp,,sale,settled,,08/26/2021 13:29:58,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,Z5P01L,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
qs4043pd,,sale,settled,,08/26/2021 13:29:18,CDT,08/26/2021,08/27/2021,travelpayments,USD,10.00,10.00,,,false,,,,,,,Credit Card,Visa,,401288,1881,401288******1881,12/2022,US,,,,,,,,,,,,,,,,,,,94107,,,,,,,,,,,,Travell.williams@getbraintree.com,173.224.163.121,No,API,RYQJ58,1000,Approved,,M,I,Street Address not provided (I). Postal Code matches (M).,M,Matches (M).,10.00,USD,1,1,2021-08-26_travelpayments_5rhmf5ax,,,,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,non_authenticated_transaction,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
